API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug  8 06:03:34 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Cassini (spacecraft) (-82)      {source: cassini_merge}
Center body name: Earth (399)                     {source: cassini_merge}
Center-site name: DSS-25 (34-m BWG)
*******************************************************************************
Start time      : A.D. 2002-Jun-06 05:00:00.0000 UT      
Stop  time      : A.D. 2002-Jun-10 08:00:00.0000 UT      
Step-size       : 15 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 243.1246368, 35.337612, .959628 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 243.1246368,5209.63556,3669.04057 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: cassini_merge}
Rel. light bend : Sun                             {source: cassini_merge}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
RTS-only print  : NO       
EOP file        : eop.260807.p261103                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-07. PREDICTS-> 2026-NOV-02
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , ,            delta,     deldot,
 2002-Jun-08 14:45,*,m, 8.37376716069116, 10.9145071,
 2002-Jun-08 15:00,*,m, 8.37383281485504, 10.9122079,
 2002-Jun-08 15:15,*,m, 8.37389845968335, 10.9114015,
 2002-Jun-08 15:30,*,m, 8.37396410411470, 10.9120729,
 2002-Jun-08 15:45,*,m, 8.37402975697773, 10.9142005,
 2002-Jun-08 16:00,*,m, 8.37409542695321, 10.9177567,
 2002-Jun-08 16:15,*,m, 8.37416112253658, 10.9227076,
 2002-Jun-08 16:30,*,m, 8.37422685200148, 10.9290134,
 2002-Jun-08 16:45,*,m, 8.37429262336414, 10.9366283,
 2002-Jun-08 17:00,*,m, 8.37435844434886, 10.9455010,
 2002-Jun-08 17:15,*,m, 8.37442432235478, 10.9555749,
 2002-Jun-08 17:30,*,m, 8.37449026442409, 10.9667879,
 2002-Jun-08 17:45,*,m, 8.37455627721167, 10.9790734,
 2002-Jun-08 18:00,*,m, 8.37462236695651, 10.9923598,
 2002-Jun-08 18:15,*,m, 8.37468853945481, 11.0065715,
 2002-Jun-08 18:30,*,m, 8.37475480003508, 11.0216287,
 2002-Jun-08 18:45,*,m, 8.37482115353522, 11.0374481,
 2002-Jun-08 19:00,*,m, 8.37488760428166, 11.0539432,
 2002-Jun-08 19:15,*,m, 8.37495415607079, 11.0710242,
 2002-Jun-08 19:30,*,m, 8.37502081215258, 11.0885993,
 2002-Jun-08 19:45,*,m, 8.37508757521663, 11.1065742,
 2002-Jun-08 20:00,*,m, 8.37515444738059, 11.1248530,
 2002-Jun-08 20:15,*,m, 8.37522143018102, 11.1433386,
 2002-Jun-08 20:30,*,m, 8.37528852456681, 11.1619327,
 2002-Jun-08 20:45,*,t, 8.37535573089507, 11.1805370,
 2002-Jun-08 21:00,*,m, 8.37542304892961, 11.1990526,
 2002-Jun-08 21:15,*,m, 8.37549047784193, 11.2173815,
 2002-Jun-08 21:30,*,m, 8.37555801621478, 11.2354262,
 2002-Jun-08 21:45,*,m, 8.37562566204831, 11.2530905,
 2002-Jun-08 22:00,*,m, 8.37569341276860, 11.2702798,
 2002-Jun-08 22:15,*,m, 8.37576126523873, 11.2869016,
 2002-Jun-08 22:30,*,m, 8.37582921577236, 11.3028658,
 2002-Jun-08 22:45,*,m, 8.37589726014948, 11.3180852,
 2002-Jun-08 23:00,*,m, 8.37596539363462, 11.3324757,
 2002-Jun-08 23:15,*,m, 8.37603361099721, 11.3459569,
 2002-Jun-08 23:30,*,m, 8.37610190653407, 11.3584520,
 2002-Jun-08 23:45,*,m, 8.37617027409396, 11.3698889,
 2002-Jun-09 00:00,*,m, 8.37623870710402, 11.3801998,
 2002-Jun-09 00:15,*,m, 8.37630719859805, 11.3893216,
 2002-Jun-09 00:30,*,m, 8.37637574124648, 11.3971967,
 2002-Jun-09 00:45,*,m, 8.37644432738792, 11.4037724,
 2002-Jun-09 01:00,*,m, 8.37651294906205, 11.4090021,
 2002-Jun-09 01:15,*, , 8.37658159804396, 11.4128444,
 2002-Jun-09 01:30,*, , 8.37665026587943, 11.4152645,
 2002-Jun-09 01:45,*, , 8.37671894392138, 11.4162332,
 2002-Jun-09 02:00,*, , 8.37678762336702, 11.4157279,
 2002-Jun-09 02:15,*, , 8.37685629529574, 11.4137321,
 2002-Jun-09 02:30,*, , 8.37692495070744, 11.4102358,
 2002-Jun-09 02:45,*, , 8.37699358056131, 11.4052354,
 2002-Jun-09 03:00,*, , 8.37706217581467, 11.3987340,
 2002-Jun-09 03:15,C, , 8.37713072746191, 11.3907408,
 2002-Jun-09 03:30,C, , 8.37719922657316, 11.3812718,
 2002-Jun-09 03:45,N, , 8.37726766433280, 11.3703490,
 2002-Jun-09 04:00,N,s, 8.37733603207728, 11.3580008,
 2002-Jun-09 04:15,A, , 8.37740432133247, 11.3442618,
 2002-Jun-09 04:30,A, , 8.37747252385004, 11.3291725,
 2002-Jun-09 04:45,A, , 8.37754063164301, 11.3127792,
 2002-Jun-09 05:00, , , 8.37760863702006, 11.2951338,
 2002-Jun-09 05:15, , , 8.37767653261862, 11.2762937,
 2002-Jun-09 05:30, , , 8.37774431143653, 11.2563214,
 2002-Jun-09 05:45, , , 8.37781196686221, 11.2352841,
 2002-Jun-09 06:00, , , 8.37787949270303, 11.2132538,
 2002-Jun-09 06:15, , , 8.37794688321200, 11.1903066,
 2002-Jun-09 06:30, , , 8.37801413311245, 11.1665227,
 2002-Jun-09 06:45, , , 8.37808123762075, 11.1419858,
 2002-Jun-09 07:00, , , 8.37814819246687, 11.1167828,
 2002-Jun-09 07:15, , , 8.37821499391278, 11.0910037,
 2002-Jun-09 07:30, , , 8.37828163876846, 11.0647406,
 2002-Jun-09 07:45, , , 8.37834812440569, 11.0380880,
 2002-Jun-09 08:00, , , 8.37841444876930, 11.0111420,
 2002-Jun-09 08:15, , , 8.37848061038605, 10.9839998,
 2002-Jun-09 08:30, , , 8.37854660837093, 10.9567596,
 2002-Jun-09 08:45, , , 8.37861244243097, 10.9295201,
 2002-Jun-09 09:00, , , 8.37867811286652, 10.9023797,
 2002-Jun-09 09:15, , , 8.37874362056992, 10.8754367,
 2002-Jun-09 09:30, , , 8.37880896702169, 10.8487884,
 2002-Jun-09 09:45, , , 8.37887415428413, 10.8225308,
 2002-Jun-09 10:00, , , 8.37893918499246, 10.7967582,
 2002-Jun-09 10:15, , , 8.37900406234349, 10.7715629,
 2002-Jun-09 10:30, , , 8.37906879008183, 10.7470348,
 2002-Jun-09 10:45, , , 8.37913337248381, 10.7232607,
 2002-Jun-09 11:00,A, , 8.37919781433909, 10.7003242,
 2002-Jun-09 11:15,A, , 8.37926212093000, 10.6783056,
 2002-Jun-09 11:30,N, , 8.37932629800886, 10.6572808,
 2002-Jun-09 11:45,N,m, 8.37939035177321, 10.6373218,
 2002-Jun-09 12:00,N,m, 8.37945428883916, 10.6184957,
 2002-Jun-09 12:15,C,m, 8.37951811621291, 10.6008650,
 2002-Jun-09 12:30,*,m, 8.37958184126061, 10.5844869,
 2002-Jun-09 12:45,*,m, 8.37964547167669, 10.5694133,
 2002-Jun-09 13:00,*,m, 8.37970901545070, 10.5556904,
 2002-Jun-09 13:15,*,r, 8.37977248083301, 10.5433585,
 2002-Jun-09 13:30,*,m, 8.37983587629927, 10.5324523,
 2002-Jun-09 13:45,*,m, 8.37989921051392, 10.5229999,
 2002-Jun-09 14:00,*,m, 8.37996249229300, 10.5150234,
 2002-Jun-09 14:15,*,m, 8.38002573056612, 10.5085386,
 2002-Jun-09 14:30,*,m, 8.38008893433810, 10.5035547,
 2002-Jun-09 14:45,*,m, 8.38015211265023, 10.5000745,
 2002-Jun-09 15:00,*,m, 8.38021527454134, 10.4980944,
 2002-Jun-09 15:15,*,m, 8.38027842900894, 10.4976044,
 2002-Jun-09 15:30,*,m, 8.38034158497049, 10.4985878,
 2002-Jun-09 15:45,*,m, 8.38040475122503, 10.5010219,
 2002-Jun-09 16:00,*,m, 8.38046793641535, 10.5048776,
 2002-Jun-09 16:15,*,m, 8.38053114899080, 10.5101196,
 2002-Jun-09 16:30,*,m, 8.38059439717090, 10.5167069,
 2002-Jun-09 16:45,*,m, 8.38065768891001, 10.5245924,
 2002-Jun-09 17:00,*,m, 8.38072103186312, 10.5337236,
 2002-Jun-09 17:15,*,m, 8.38078443335285, 10.5440426,
 2002-Jun-09 17:30,*,m, 8.38084790033802, 10.5554863,
 2002-Jun-09 17:45,*,m, 8.38091143938368, 10.5679871,
 2002-Jun-09 18:00,*,m, 8.38097505663282, 10.5814724,
 2002-Jun-09 18:15,*,m, 8.38103875778003, 10.5958656,
 2002-Jun-09 18:30,*,m, 8.38110254804691, 10.6110861,
 2002-Jun-09 18:45,*,m, 8.38116643215965, 10.6270499,
 2002-Jun-09 19:00,*,m, 8.38123041432868, 10.6436697,
 2002-Jun-09 19:15,*,m, 8.38129449823056, 10.6608554,
 2002-Jun-09 19:30,*,m, 8.38135868699216, 10.6785143,
 2002-Jun-09 19:45,*,m, 8.38142298317718, 10.6965520,
 2002-Jun-09 20:00,*,m, 8.38148738877517, 10.7148721,
 2002-Jun-09 20:15,*,m, 8.38155190519290, 10.7333772,
 2002-Jun-09 20:30,*,t, 8.38161653324837, 10.7519692,
 2002-Jun-09 20:45,*,m, 8.38168127316725, 10.7705494,
 2002-Jun-09 21:00,*,m, 8.38174612458189, 10.7890191,
 2002-Jun-09 21:15,*,m, 8.38181108653297, 10.8072805,
 2002-Jun-09 21:30,*,m, 8.38187615747353, 10.8252362,
 2002-Jun-09 21:45,*,m, 8.38194133527570, 10.8427903,
 2002-Jun-09 22:00,*,m, 8.38200661723982, 10.8598489,
 2002-Jun-09 22:15,*,m, 8.38207200010603, 10.8763197,
 2002-Jun-09 22:30,*,m, 8.38213748006834, 10.8921134,
 2002-Jun-09 22:45,*,m, 8.38220305279096, 10.9071433,
 2002-Jun-09 23:00,*,m, 8.38226871342697, 10.9213263,
 2002-Jun-09 23:15,*,m, 8.38233445663916, 10.9345825,
 2002-Jun-09 23:30,*,m, 8.38240027662302, 10.9468364,
 2002-Jun-09 23:45,*,m, 8.38246616713164, 10.9580167,
 2002-Jun-10 00:00,*,m, 8.38253212150267, 10.9680565,
 2002-Jun-10 00:15,*,m, 8.38259813268688, 10.9768941,
 2002-Jun-10 00:30,*,m, 8.38266419327860, 10.9844729,
 2002-Jun-10 00:45,*,m, 8.38273029554747, 10.9907415,
 2002-Jun-10 01:00,*,m, 8.38279643147175, 10.9956544,
 2002-Jun-10 01:15,*,m, 8.38286259277283, 10.9991718,
 2002-Jun-10 01:30,*,m, 8.38292877095080, 11.0012599,
 2002-Jun-10 01:45,*,m, 8.38299495732108, 11.0018912,
 2002-Jun-10 02:00,*,m, 8.38306114305171, 11.0010442,
 2002-Jun-10 02:15,*, , 8.38312731920138, 10.9987041,
 2002-Jun-10 02:30,*, , 8.38319347675789, 10.9948621,
 2002-Jun-10 02:45,*, , 8.38325960667692, 10.9895163,
 2002-Jun-10 03:00,*, , 8.38332569992093, 10.9826709,
 2002-Jun-10 03:15,C, , 8.38339174749802, 10.9743368,
 2002-Jun-10 03:30,C, , 8.38345774050063, 10.9645313,
 2002-Jun-10 03:45,N, , 8.38352367014386, 10.9532777,
 2002-Jun-10 04:00,N,s, 8.38358952780326, 10.9406060,
 2002-Jun-10 04:15,A, , 8.38365530505189, 10.9265520,
 2002-Jun-10 04:30,A, , 8.38372099369663, 10.9111574,
 2002-Jun-10 04:45,A, , 8.38378658581339, 10.8944700,
 2002-Jun-10 05:00, , , 8.38385207378117, 10.8765429,
 2002-Jun-10 05:15, , , 8.38391745031491, 10.8574344,
 2002-Jun-10 05:30, , , 8.38398270849675, 10.8372082,
 2002-Jun-10 05:45, , , 8.38404784180585, 10.8159327,
 2002-Jun-10 06:00, , , 8.38411284414639, 10.7936808,
 2002-Jun-10 06:15, , , 8.38417770987383, 10.7705294,
 2002-Jun-10 06:30, , , 8.38424243381914, 10.7465597,
 2002-Jun-10 06:45, , , 8.38430701131111, 10.7218560,
 2002-Jun-10 07:00, , , 8.38437143819636, 10.6965059,
 2002-Jun-10 07:15, , , 8.38443571085725, 10.6706000,
 2002-Jun-10 07:30, , , 8.38449982622743, 10.6442309,
 2002-Jun-10 07:45, , , 8.38456378180501, 10.6174935,
 2002-Jun-10 08:00, , , 8.38462757566337, 10.5904842,
$$EOE
*******************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence condition code:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE WITH TARGET RISE/TRANSIT/SET EVENT MARKER (OBSERVING SITE)
  The solar-presence code column is immediately followed by another marker:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric

  The lunar presence marker (an ongoing state) can be over-ridden by a target
  event marker if an event has occurred since the last output step:

       'r'  Rise          (target body on or went above cut-off RTS elevation)
       'e'  Elevation max (target body maximum elevation angle has occurred)
       't'  Transit       (target body at or passed through observer meridian)
       's'  Set           (target body on or went below cut-off RTS elevation)
 
RTS MARKERS (TVH)
  Rise and set are with respect to the reference ellipsoid true visual horizon
defined by the elevation cut-off angle. Horizon dip and yellow-light refraction
(Earth only) are considered. Accuracy is < or = to twice the requested search
step-size.
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov

*******************************************************************************
